1.00000000E-05	-3.50867280E+11	-2.69616990E+11	-2.00846190E+11	-1.43840340E+11	-9.78384770E+10	-6.20227350E+10	-3.55031910E+10	-1.72944360E+10	-6.27552360E+09	-1.10914950E+09	-7.16342220E-01
2.00000000E-05	-6.20235720E+10	-4.76605750E+10	-3.55036710E+10	-2.54265440E+10	-1.72946700E+10	-1.09634650E+10	-6.27560830E+09	-3.05689620E+09	-1.10916450E+09	-1.95997800E+08	-7.15222200E-01
3.00000000E-05	-2.25069950E+10	-1.72949030E+10	-1.28833780E+10	-9.22658090E+09	-6.27569310E+09	-3.97824570E+09	-2.27714720E+09	-1.10917950E+09	-4.02428560E+08	-7.10982800E+07	-7.14470190E-01
4.00000000E-05	-1.09637610E+10	-8.42477470E+09	-6.27577780E+09	-4.49443980E+09	-3.05697880E+09	-1.93783450E+09	-1.10919450E+09	-5.40261800E+08	-1.96003090E+08	-3.46216900E+07	-7.13885620E-01
5.00000000E-05	-6.27586260E+09	-4.82247810E+09	-3.59233780E+09	-2.57265860E+09	-1.74982640E+09	-1.10920940E+09	-6.34886490E+08	-3.09227780E+08	-1.12178300E+08	-1.98111280E+07	-7.13399570E-01
6.00000000E-05	-3.97840690E+09	-3.05706140E+09	-2.27723950E+09	-1.63083740E+09	-1.10922440E+09	-7.03124710E+08	-4.02444870E+08	-1.96008390E+08	-7.11011620E+07	-1.25542860E+07	-7.12979320E-01
7.00000000E-05	-2.70602070E+09	-2.07933370E+09	-1.54891070E+09	-1.10923940E+09	-7.54449240E+08	-4.78230530E+08	-2.73717670E+08	-1.33308230E+08	-4.83538060E+07	-8.53612890E+06	-7.12606590E-01
8.00000000E-05	-1.93793920E+09	-1.48912560E+09	-1.10925440E+09	-7.94377690E+08	-5.40290990E+08	-3.42475370E+08	-1.96013680E+08	-9.54610800E+07	-3.46235610E+07	-6.11106590E+06	-7.12269970E-01
9.00000000E-05	-1.44360280E+09	-1.10926940E+09	-8.26293800E+08	-5.91735120E+08	-4.02461170E+08	-2.55105570E+08	-1.46005260E+08	-7.11040430E+07	-2.57876260E+07	-4.55062970E+06	-7.11961880E-01
1.00000000E-04	-1.10928430E+09	-8.52374200E+08	-6.34929360E+08	-4.54689820E+08	-3.09248660E+08	-1.96018980E+08	-1.12185880E+08	-5.46323430E+07	-1.98124670E+07	-3.49553440E+06	-7.11676960E-01
2.00000000E-04	-1.96045450E+08	-1.50634800E+08	-1.12201030E+08	-8.03445340E+07	-5.46397240E+07	-3.46291760E+07	-1.98151450E+07	-9.64644300E+06	-3.49600730E+06	-6.15594540E+05	-7.09552340E-01
